Name;Ploidity;Species;Location;HPS;Size_mkm;Size_unconv
P07;3n;P. esculentus;Koryakiv yar;R-E-Ep;10,25;0,41
P07;3n;P. esculentus;Koryakiv yar;R-E-Ep;8,5;0,34
P07;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,25;0,45
P07;3n;P. esculentus;Koryakiv yar;R-E-Ep;8,25;0,33
P07;3n;P. esculentus;Koryakiv yar;R-E-Ep;7,5;0,3
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,25;0,33
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,5;0,5
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8;0,32
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,25;0,33
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8;0,32
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,5;0,54
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,5;0,54
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,5;0,54
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,25;0,33
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P08;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,25;0,33
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,25;0,33
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,75;0,55
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;17;0,68
P12;2n;P. ridibundus;Koryakiv yar;R-E-Ep;16;0,64
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;14;0,56
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,5;0,34
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,5;0,5
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,25;0,33
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,5;0,5
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,25;0,53
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;14,25;0,57
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,25;0,53
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;15;0,6
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;14;0,56
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,5;0,34
P13;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,25;0,53
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;20,75;0,83
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13,5;0,54
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9;0,36
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,75;0,47
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;13;0,52
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;15;0,6
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,75;0,51
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;8,75;0,35
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,25;0,49
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,75;0,39
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10;0,4
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12,5;0,5
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,5;0,42
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,5;0,46
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,5;0,38
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;14;0,56
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;14,75;0,59
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,25;0,41
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;10,75;0,43
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;12;0,48
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;9,25;0,37
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11,25;0,45
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P11;2n;P. ridibundus;Koryakiv yar;R-E-Ep;11;0,44
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;10;0,4
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12;0,48
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,75;0,47
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11;0,44
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12,25;0,49
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;10,5;0,42
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,5;0,46
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,5;0,46
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;10,75;0,43
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;10,5;0,42
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;10,75;0,43
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12,25;0,49
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;13;0,52
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;10,5;0,42
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,5;0,46
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,75;0,47
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12,25;0,49
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,5;0,46
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12;0,48
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11;0,44
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12,75;0,51
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12,25;0,49
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;11,5;0,46
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;13;0,52
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12;0,48
P10;3n;P. esculentus;Koryakiv yar;R-E-Ep;12,5;0,5
